name,description,location_name,latitude,longitude,address,start_time,end_time,city,primary_category,secondary_categories,thumbnail_image,additional_images,external_link,is_paid
Perfect Crime,,The Theater Center,40.76161629,-73.98448955,210 W. 50th Street,2026-06-30T00:00:00Z,,new york,Arts & Theatre,Theatre,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_ARTIST_PAGE_3_2.jpg,"https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_TABLET_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_RETINA_PORTRAIT_3_2.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_104361_CUSTOM.jpg,https://s1.ticketm.net/dam/a/29c/eeecf849-409d-45e6-85a6-995ec0ed929c_SOURCE",https://www.ticketmaster.com/perfect-crime-new-york-new-york-06-29-2026/event/3000648E83AE1ACA,false
Vince Giordano and the Nighthawks,"In his Birdland Theater residency, GRAMMY Award winner, New York native, and multi-instrumentalist Vince Giordano leads The Nighthawks -- an 11-piece band who have set the standard for recreating authentic jazz sounds of the 1920s and beyond. In addition to club and concert appearances around the world, the band has provided period soundtracks for film and television productions including The Cotton Club, The Aviator, Finding Forrester, Revolutionary Road, Cafe Society, HBOs Boardwalk Empire, The Marvelous Mrs. Maisel, the upcoming Martin Scorsese film Killers of The Flower Moon, and many more.",Birdland Theater,40.7590167,-73.9896861,315 West 44th Street,2026-06-30T00:30:00Z,2026-06-30T01:45:00Z,new york,Music,Rock,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_EVENT_DETAIL_PAGE_16_9.jpg,"https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_CUSTOM.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://i.ticketweb.com/i/00/12/88/58/44_Edp.jpg?v=3,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_ARTIST_PAGE_3_2.jpg",https://www.ticketweb.com/event/vince-giordano-and-the-nighthawks-birdland-theater-tickets/14167004,true
Ibrahim Maalouf,"VIP Reserved SeatingGuaranteed Seating in Designated Section First Come, First Serve$75 Advance $80 Day of Show General AdmissionStanding Room Only$37.50 Early Bird $45 Advance $50 Day of ShowFull Menu + Prix Fixe Menu Available$20 Minimum Per Person at TablesAll Ages for EntryVisit Our Upstairs Bar & Restaurant Pre or Post ShowGroups of 10+ Contact UsFAQ",Sony Hall,40.759649,-73.987331,235 W 46th St,2026-06-30T00:00:00Z,,new york,Music,Jazz,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_TABLET_LANDSCAPE_LARGE_16_9.jpg,"https://i.ticketweb.com/i/00/12/75/91/54_Edp.jpg?v=14,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_SOURCE,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_CUSTOM.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/a/43c/14b0882a-5aac-496e-b6e5-d8ddf826a43c_TABLET_LANDSCAPE_16_9.jpg",https://www.ticketweb.com/event/ibrahim-maalouf-sony-hall-tickets/14009244,true
NoFun Fest Week 5,,Berlin,40.722974,-73.986080,The Lower-Level of 2A Bar,2026-06-30T00:00:00Z,,new york,Music,Alternative,https://s1.ticketm.net/dam/c/f50/96fa13be-e395-429b-8558-a51bb9054f50_105951_TABLET_LANDSCAPE_LARGE_16_9.jpg,"https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RETINA_PORTRAIT_3_2.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RETINA_LANDSCAPE_16_9.jpg,https://i.ticketweb.com/i/00/13/53/04/93_Edp.jpg?v=3,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_CUSTOM.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_TABLET_LANDSCAPE_16_9.jpg",https://www.ticketweb.com/event/nofun-fest-week-5-berlin-tickets/14935063,true
LiveYou | Dressup | Moderate Rock | Von Stearns,,Bowery Palace,40.7257,-73.991673,327 Bowery,2026-06-30T00:00:00Z,,new york,Music,Other,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_LANDSCAPE_16_9.jpg,"https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_CUSTOM.jpg,https://i.ticketweb.com/i/00/13/58/38/83_Edp.jpg?v=4,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_3_2.jpg",https://www.ticketweb.com/event/liveyou-dressup-moderate-bowery-palace-tickets/14979803,true
Marcus Gilmore — Journey to the New,"BAND: David Virelles Rashaan Carter Morgan Guerin Emmanuel Michael Marcus Gilmore$20 Minimum Per PersonFull Bar & Dinner MenuNO REFUNDS OR EXCHANGES.All seating is first come, first served. Bar Area seating is limited and first come first served. When all available seats are occupied, the remaining bar area is standing room only.Table Seating is all ages, Bar Area is 21+. Bar Area tickets for patrons under 21 will not be honored. Group Reservations:Groups larger than 8 must purchase a group package at club@bluenote.net, or by calling 212.475.8592.Groups larger than 8 without a group package will be subject to group surcharges added to your bill. Groups arriving late or separately are not guaranteed to be seated together. All seating is first come, first served. Arrive early for best seats.We are not affiliated with any third-party ticket sellers. Tickets purchased directly through our official website or TicketWeb are the only authorized sources. We cannot guarantee the validity of tickets purchased through unauthorized sources. To protect against fraud and unauthorized ticket sales, management may require verification of the original purchase method, including presenting the credit card used for purchase and matching photo identification upon entry.",Blue Note Jazz Club,40.730940,-74.000650,131 W. 3rd St,2026-06-30T00:00:00Z,,new york,Music,Jazz,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RECOMENDATION_16_9.jpg,"https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_CUSTOM.jpg,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_TABLET_LANDSCAPE_16_9.jpg,https://i.ticketweb.com/i/00/12/80/10/04_Edp.jpg?v=5,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_LANDSCAPE_16_9.jpg",https://www.ticketweb.com/event/marcus-gilmore-journey-to-blue-note-jazz-club-tickets/14073654,true
Museum of Chinese in America Flex Admission,,Museum of Chinese in America,40.71953297,-73.99902914,215 Centre Street,2026-04-29T15:00:00Z,2026-12-31T23:00:00Z,new york,Miscellaneous,Undefined,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_RETINA_LANDSCAPE_16_9.jpg,"https://images.universe.com/87c12cd6-3143-4efa-9b0f-29b4ebc9321d/-/resize/1200x/-/crop/791x791/105,4/-/format/jpeg/-/scale_crop/1024x683/center/-/progressive/yes/-/inline/yes/,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_RETINA_PORTRAIT_16_9.jpg,https://images.universe.com/87c12cd6-3143-4efa-9b0f-29b4ebc9321d/-/resize/1200x/-/crop/791x791/105,4/-/format/jpeg/-/scale_crop/1024x576/center/-/progressive/yes/-/inline/yes/,https://images.universe.com/87c12cd6-3143-4efa-9b0f-29b4ebc9321d/-/resize/1200x/-/crop/791x791/105,4/-/format/jpeg/-/scale_crop/640x427/center/-/progressive/yes/-/inline/yes/,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_RECOMENDATION_16_9.jpg,https://images.universe.com/87c12cd6-3143-4efa-9b0f-29b4ebc9321d/-/resize/1200x/-/crop/791x791/105,4/-/format/jpeg/-/scale_crop/305x225/center/-/progressive/yes/-/inline/yes/,https://images.universe.com/87c12cd6-3143-4efa-9b0f-29b4ebc9321d/-/resize/1200x/-/crop/791x791/105,4/-/format/jpeg/-/scale_crop/305x203/center/-/progressive/yes/-/inline/yes/,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_TABLET_LANDSCAPE_LARGE_16_9.jpg",https://www.universe.com/events/museum-of-chinese-in-america-flex-admission-tickets-B9N1ZL?ref=ticketmaster,false
Jamie Allan's Amaze,,New World Stages - Stage 5,40.76301415,-73.98762730,340 W 50th St,2026-06-30T00:00:00Z,,new york,Miscellaneous,Undefined,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,"https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_SOURCE,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_RETINA_PORTRAIT_3_2.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_CUSTOM.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/a/f9c/09610a49-d4a3-462a-93aa-f6f5df63ef9c_RETINA_PORTRAIT_16_9.jpg",https://www.ticketmaster.com/jamie-allans-amaze-new-york-new-york-06-29-2026/event/Z1r9uZruZqGZ17JAf3,false
Jamie Allan's Amaze,,New World Stages - Stage 5,40.765202000,-73.985298000,340 West 50th Street,2026-06-30T00:00:00Z,,new york,Undefined,,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RETINA_PORTRAIT_3_2.jpg,"https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_3_2.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_CUSTOM.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RECOMENDATION_16_9.jpg",https://www.ticketmaster.com/event/Z7r9jZ1A7-z0t,false
Matt Baker Presents: A Summer’s Night – The Sounds of New York City,"Join celebrated jazz pianist Matt Baker for A Summers Night The Sounds of New York City: a vibrant evening celebrating the music and magic of the Big Apple. This one-night only event will take place at Birdland in NYC on Monday, June 29 at 7pm. Audiences will be transported through the citys most iconic sounds with classic jazz standards and timeless melodies from the golden age of movies and Broadway.The evening will feature an all-star lineup of New York talent, including June Cavlan (voice), led by Matt Baker and his powerhouse trio Kris Monson (bass) and Aaron Seeber (drums).Australian-born jazz pianist Matt Baker has been a dynamic force on the New York music scene since 2010. Leading his acclaimed trio, he performs regularly at the citys most storied venues including Birdland, The Blue Note, and Bemelmans Bar at The Carlyle Hotel. Baker tours internationally as both a bandleader and sideman, and has released six albums. His latest, Live at Birdland, captures the energy and elegance of his performances.His impressive list of collaborators includes Ann Hampton Callaway, Jennifer Holliday, Vanessa Williams, Patti LaBelle, Veronica Swift, Tierney Sutton, Arianna Neikrug, Bucky Pizzarelli, Joel Frahm, and Judy Collins.A three-time semi-finalist at the Montreux International Solo Jazz Piano Competition, Baker has studied with jazz greats Taylor Eigsti, Mulgrew Miller, Benny Green, Jacky Terrasson, and Paul Smith - Ella Fitzgeralds lifelong accompanist. A personal highlight of Bakers career was befriending the legendary Oscar Peterson, after attending an entire week of his performances at The Blue Note.",Birdland Jazz Club,40.7590167,-73.9896861,315 West 44th Street ,2026-06-29T23:00:00Z,2026-06-30T00:15:00Z,new york,Undefined,,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_3_2.jpg,"https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_ARTIST_PAGE_3_2.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_EVENT_DETAIL_PAGE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RETINA_LANDSCAPE_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_16_9.jpg,https://i.ticketweb.com/i/00/13/56/36/03_Edp.jpg?v=2,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_CUSTOM.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RECOMENDATION_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_RETINA_PORTRAIT_16_9.jpg,https://s1.ticketm.net/dam/c/f51/ee785ed6-f806-4195-98f4-69f67e09df51_106201_TABLET_LANDSCAPE_LARGE_16_9.jpg",https://www.ticketweb.com/event/matt-baker-presents-a-summers-birdland-jazz-club-tickets/14957303,true
